0.33	-0.31	0.02
-5.99	4.58	-2.23
-8.13	6.57	2.07
0.33	-0.31	0.02
-0.67	-4.09	-5.97
-7.98	6.64	2.11
0.33	-0.32	0.02
-1.61	-3.94	-4.51
-7.96	6.61	2.2
0.33	-0.32	0.02
-1.48	-1.63	-5.18
-7.96	6.55	2.12
0.33	-0.32	0.02
-3.31	-1.75	-5.81
-8.04	6.57	2.13
0.33	-0.32	0.02
-2.35	-1.23	-5.2
-7.98	6.54	2.23
0.33	-0.32	0.02
-0.52	1.81	-5.76
-7.93	6.66	1.72
0.33	-0.32	0.01
-0.14	-1.33	-2.07
-8.04	6.7	1.87
0.33	-0.32	0.01
0.76	-2.76	-9.26
-8.06	6.59	1.9
0.33	-0.32	0.02
-2.79	-2.48	-9.06
-8.02	6.62	2.14
0.33	-0.32	0.02
-3.9	-2.44	-4.89
-7.99	6.57	2.21
0.33	-0.32	0.02
-3.24	-2.63	-5.74
-8.02	6.58	2.13
0.33	-0.31	0.02
0.39	-2.24	-6.62
-7.75	6.99	1.94
0.33	-0.32	0.02
0.06	0.26	1.78
-7.73	6.94	1.83
0.33	-0.33	0.02
1.97	-2.89	-4.26
-7.85	6.81	1.92
0.33	-0.33	0.02
-4.59	-2.63	-8.24
-7.94	6.79	2.17
0.33	-0.32	0.02
-4.74	-4.8	-6.28
-8	6.64	1.97
0.33	-0.32	0.02
-1.67	-1.59	-7.94
-7.87	6.57	2.18
0.33	-0.32	0.02
-3.4	1.05	-5.96
-8.08	6.61	1.91
0.33	-0.32	0.02
0.49	-2.98	-5.99
-7.94	6.64	2.18
0.33	-0.32	0.02
-0.74	-1.58	-6.34
-7.94	6.6	2.05
0.33	-0.32	0.02
-4.76	0.63	-4.87
-8.05	6.55	2.05
0.33	-0.32	0.02
-3.42	-1.79	-5.2
-8	6.52	2.18
0.33	-0.32	0.02
-2.56	-0.22	-5.78
-8.06	6.55	2.18
0.33	-0.32	0.02
-0.74	-1.23	-5.73
-7.91	6.73	1.93
0.33	-0.32	0.02
-3.23	-2.91	-5.01
-7.96	6.62	1.97
0.33	-0.32	0.02
-3.02	-3.04	-4.48
-8.02	6.58	2.29
0.33	-0.32	0.02
-2.52	-2.35	-5.78
-7.92	6.58	2.16
0.33	-0.32	0.02
-1.48	-1.86	-5.28
-8.06	6.67	2.19
0.33	-0.32	0.02
-1.14	-0.49	-6.06
-7.99	6.64	2.25
0.33	-0.32	0.02
-0.62	-2.4	-4.28
-8.04	6.62	2.23
0.33	-0.32	0.02
-2.4	-1.21	-5.23
-7.97	6.6	2.16
0.33	-0.32	0.02
-2.31	-2.35	-5.69
-7.95	6.68	2.23
0.33	-0.32	0.02
-1.04	-2.45	-5.92
-7.92	6.56	2.19
0.33	-0.31	0.02
-2.36	1.39	-6.07
-8.09	6.57	2.26
0.33	-0.31	0.02
-1.37	-2.04	-4.52
-8.02	6.59	2.06
0.33	-0.31	0.02
-2.67	-1.37	-5.45
-8.02	6.65	2.1
0.33	-0.31	0.02
-2.62	-1.48	-5.44
-8.09	6.57	2.13
0.33	-0.32	0.02
-1.58	-1.86	-5.49
-8.05	6.58	2.16
0.33	-0.32	0.02
-3.68	-0.05	-5.83
-7.98	6.68	2.16
0.33	-0.32	0.01
-0.08	-1.97	-5.16
-8.07	6.55	2.05
0.33	-0.31	0.02
-1.53	-0.27	-5.92
-8.06	6.5	2.02
0.33	-0.32	0.02
-2.02	-1.99	-5.09
-8.07	6.58	2.01
0.33	-0.31	0.02
-1.01	-1.5	-5.76
-8.07	6.58	2.14
0.33	-0.31	0.02
-3.73	-2.23	-6.26
-8	6.63	2.35
0.33	-0.32	0.02
-2.68	-1.81	-4.91
-8.26	6.44	1.82
0.33	-0.31	0.02
4.58	-4.17	-10.32
-8.1	6.66	1.72
0.33	-0.31	0.02
4.69	-0.83	-4.38
-8.63	6.66	1.67
0.33	-0.3	0.01
2.36	-2.5	-13.22
-8.09	6.34	1.97
0.34	-0.29	0.03
-22.46	-6.66	-2.45
-8.58	5.9	2.42
0.33	-0.3	0.02
-23.64	6.97	-2.26
-8.07	6.17	2.44
0.33	-0.31	0.01
0.35	-2.63	-3.51
-8.3	6.22	2.5
0.33	-0.31	0.01
-3.76	0.45	-5.23
-8.09	6.26	2.71
0.33	-0.31	0.02
-5.74	-1.86	-5.31
-8.22	6.12	2.39
0.33	-0.32	0.01
-0.3	-2.38	-3.1
-8.08	6.28	2.46
0.33	-0.32	0.01
-2.8	-0.39	-4.21
-8.14	6.29	2.35
0.33	-0.32	0.01
-0.45	-0.08	-7.55
-8.12	6.4	2.37
0.33	-0.32	0
-6.91	3.83	-2.78
-8.18	6.46	1.93
0.32	-0.32	0
4.02	0.93	-3.75
-8.27	6.54	1.61
0.32	-0.32	-0.01
9.61	0.08	-9.35
-8.5	6.73	1.21
0.32	-0.32	-0.01
-5.18	4.16	5.38
-7.65	7.02	1.74
0.32	-0.34	-0.02
-15.03	-1.06	-1.15
-7.87	7.23	1.52
0.32	-0.34	-0.01
15.09	-17.7	-4.38
-7.89	6.93	1.49
0.33	-0.33	0
-2.66	-5.36	-9.14
-8.05	6.79	1.57
0.33	-0.33	0
-3.33	1.92	-3.69
-7.96	6.93	1.41
0.33	-0.33	-0.01
-0.9	0.25	-5.01
-7.87	6.98	1.38
0.33	-0.33	0
-1.75	-0.56	-5.39
-7.94	7	1.24
0.33	-0.33	-0.01
2.05	-0.71	-7.27
-8.07	6.83	1.29
0.33	-0.32	0
-1.18	-8.11	-9.09
-8.1	6.71	1.31
0.33	-0.32	0
3.87	1.89	-6.56
-7.9	6.27	0.29
0.33	-0.31	-0.01
16.4	7.88	-7.45
-8.08	7.09	-0.4
0.32	-0.3	-0.03
16.14	-2.41	-11.41
-7.84	6.26	-1.73
0.32	-0.3	-0.04
3.36	-5.43	-0.4
-10.75	9.1	-0.69
0.32	-0.32	-0.01
-10.67	-9.73	-6.07
-8.45	6.39	0
0.33	-0.31	-0.01
-14.17	-0.16	-10.46
-8.83	5.94	0.82
0.33	-0.32	0.01
-10.19	-5.28	-10.66
-8.68	6.04	0.56
0.33	-0.31	0.01
4.93	-9	-5.71
-8.44	6.27	0.49
0.33	-0.32	0.02
-4.19	-6.4	-3.35
-8.56	6.37	0.88
0.33	-0.32	0.02
-1.25	-1.39	-5.6
-8.56	6.39	0.59
0.33	-0.32	0.02
-0.48	-0.85	-6.04
-8.52	6.48	0.84
0.33	-0.32	0.02
-2.05	-2.51	-4.68
-8.42	6.44	0.96
0.33	-0.32	0.03
-6.12	-3.1	-5.75
-8.45	6.53	0.92
0.33	-0.32	0.03
-1.75	-1.71	-9.33
-8.68	6.25	0.96
0.33	-0.31	0.03
-2	-0.56	-4.59
-8.55	6.25	0.7
0.33	-0.31	0.03
-0.35	-2.07	-5.15
-8.67	6.29	1.08
0.33	-0.32	0.02
-2.66	-2.01	-5.67
-8.62	6.46	0.96
0.33	-0.31	0.02
-3.81	-2.7	-7.85
-8.69	6.11	1.21
0.33	-0.31	0.03
-1.86	-3.47	-5.43
-8.58	6.35	1.05
0.33	-0.32	0.03
-1.26	-0.76	-4.69
-8.58	6.21	1.01
0.33	-0.32	0.03
-3.55	-1.18	-5.84
-8.5	6.32	0.89
0.33	-0.32	0.03
-1.12	-2.38	-5.47
-8.51	6.31	0.9
0.33	-0.32	0.03
0.05	-1.01	-5.73
-8.73	6.32	0.81
0.33	-0.32	0.03
-1.65	-0.88	-6.15
-8.66	6.25	0.96
0.33	-0.32	0.03
-1.12	-0.95	-5.3
-8.57	6.34	0.8
0.33	-0.31	0.02
-0.45	-1.38	-6.04
-8.62	6.37	0.21
0.33	-0.31	0.02
0.25	0.27	-5.8
-8.59	6.26	0.72
0.33	-0.31	0.01
2.39	3.44	-7.39
-8.45	6.05	0.47
0.33	-0.3	-0.01
14.51	19.87	-13.94
-8.67	6.62	-2.64
0.31	-0.3	-0.05
-0.84	-7.19	4.63
-7.89	6.39	-1.52
0.31	-0.31	-0.05
0.6	-3.13	-3.93
-8.04	6.74	-0.95
0.31	-0.31	-0.04
-17.69	-12.51	-0.01
-7.08	6.6	0.46
0.32	-0.33	-0.02
-26.41	-12.53	-0.17
-7.82	6.77	1.27
0.32	-0.33	-0.01
-11.46	0.36	-2.56
-7.76	6.95	1.72
0.32	-0.33	0
-4.87	-6.19	-8.93
-8.36	6.78	1.52
0.33	-0.32	0
10.6	-0.45	-15.9
-7.99	6.8	1.78
0.33	-0.32	0.01
1.22	2.88	-2.24
-8.02	6.61	1.56
0.33	-0.33	0
-10.39	-2.62	-2.3
-7.97	6.79	1.63
0.32	-0.33	0
-5.25	-0.8	-5.94
-7.66	6.81	1.74
0.32	-0.34	0
0.97	-0.01	-3.77
-7.99	6.78	1.95
0.32	-0.33	0
-1.15	-3.68	-10.41
-8	6.83	2.11
0.32	-0.33	0.01
-1.56	-0.5	-4.76
-7.83	6.78	1.66
0.32	-0.34	0.01
0.38	-2.61	-3.46
-7.84	6.89	1.77
0.32	-0.34	0
-2.99	0.6	-6.04
-7.72	6.94	1.64
0.32	-0.34	0
-0.18	-2.56	-5.71
-7.78	6.77	1.8
0.32	-0.34	0
-4.32	-0.68	-6.34
-7.78	6.93	1.71
0.32	-0.34	0
-2.87	0.8	-4.18
-7.76	6.94	1.75
0.32	-0.34	0
-2.73	-2.51	-6.01
-7.71	7.03	1.94
0.32	-0.34	0
-2.98	-1.09	-6.34
-7.78	6.88	1.81
0.32	-0.34	0
-2.37	-0.44	-5.54
-7.77	6.85	1.95
0.32	-0.34	0
-2.82	-0.06	-5.99
-7.85	6.88	1.81
0.32	-0.34	0
-1.07	-0.09	-5.71
-7.78	6.99	1.72
0.32	-0.34	0
0.17	0.36	-4.24
-7.77	6.91	1.8
0.32	-0.34	0
-4.99	-6.17	-5.52
-7.86	6.99	1.69
0.32	-0.34	0
-0.29	-1.58	-3.89
-7.73	6.93	1.95
0.32	-0.34	0
0	-2.74	-7.66
-7.96	6.86	1.73
0.32	-0.34	0
-0.79	-0.59	-6.84
-7.86	6.88	1.79
0.32	-0.34	0
-2.57	0.44	-5.78
-7.96	6.91	1.72
0.32	-0.33	0
-4.3	-1.66	-5.3
-7.86	6.89	1.82
0.32	-0.34	0
0.33	-2.28	-5.5
-7.93	6.83	1.83
0.32	-0.34	0
-3.99	0.71	-5.74
-7.92	6.81	1.43
0.32	-0.34	-0.02
-8.51	10.02	-5.82
-8.1	6.59	0.95
0.31	-0.33	-0.04
5.43	13.06	-8.67
-8.13	5.25	-0.43
0.28	-0.34	-0.09
-51.7	61.88	-5.66
-8.58	6.97	-1.64
0.21	-0.37	-0.15
-12.85	33.93	-17.15
-9.79	4.73	-2.29
0.21	-0.37	-0.16
-7.16	22.21	-32
-9.33	6.66	-2.78
0.21	-0.4	-0.14
-25.78	-16.53	-1.98
-8.33	4.86	-0.86
0.21	-0.44	-0.1
-9.77	4.95	-16.16
-8.44	6.92	0.19
0.21	-0.46	-0.09
-3.9	-10.83	6.67
-7.8	6.74	1.13
0.21	-0.47	-0.07
-4.32	-5.69	-4.8
-7.08	7.17	1.09
0.2	-0.48	-0.07
-12.07	-1.91	7.45
-8.24	6.57	0.35
0.2	-0.48	-0.07
16.95	-10.21	-12.07
-8.48	6.49	0.85
0.2	-0.48	-0.06
-1.14	2.75	4.62
-7.6	6.79	0.64
0.21	-0.48	-0.07
25.24	-15.61	-3.68
-7.27	7.9	0.23
0.18	-0.47	-0.09
2.16	11.19	18.82
-6.25	8.73	-0.91
0.11	-0.49	-0.12
4.77	23.39	2.43
-5.36	8.4	-2.17
0.07	-0.48	-0.14
-0.11	30.24	-9.51
-6.72	8.01	-4.67
0.09	-0.45	-0.15
18.72	-32.83	-18.17
-4.39	4.47	-2.51
0.12	-0.44	-0.13
8.28	-20.68	-9.89
-8.33	4.6	-6.58
0.05	-0.42	-0.2
-26.76	77.58	-9.82
-8.99	9.9	-4.38
0.06	-0.49	-0.16
-66.62	27.91	-50.44
-6.61	6.11	0.62
0.03	-0.55	-0.06
-36.04	-46.35	35.66
-1.17	11.9	0.87
-0.08	-0.54	-0.06
-6.6	-10.33	53.22
2.26	5.02	3.12
-0.19	-0.48	-0.04
-35.23	23.76	138.42
2.93	7.75	1.52
-0.2	-0.44	-0.07
-18.5	-23.87	10.09
2.23	9.31	-1.84
-0.18	-0.42	-0.12
-18.07	15.61	-2.89
3.06	8.95	2.18
-0.21	-0.45	-0.02
-50.3	30.48	-2.76
2.12	7.44	4.91
-0.22	-0.46	0.06
-10.92	2.78	1.72
3.01	8.13	3.96
-0.22	-0.46	0.03
6.88	-7.65	-3.8
2.38	8.09	3.59
-0.22	-0.45	0.01
9.49	2.54	-3.06
2.97	8.28	2.52
-0.22	-0.45	0.01
-9.68	-2.25	0.44
2.66	8.15	3.36
-0.23	-0.45	0.02
-5.58	-4.24	-4.52
2.91	7.95	3.39
-0.23	-0.45	0.03
-2.15	-2.13	-5.84
3.15	8.04	3.36
-0.23	-0.45	0.03
-1.86	-2.35	-3.97
2.98	8.08	3.46
-0.23	-0.45	0.03
-4.28	-1.37	-5.55
3	8	3.64
-0.23	-0.45	0.03
-2.32	-3.73	-5.85
3.14	7.9	3.63
-0.23	-0.45	0.03
-0.69	-0.63	-4.4
3.2	7.9	3.44
-0.23	-0.44	0.03
-0.52	-2.8	-5.35
3.12	7.8	3.51
-0.23	-0.45	0.03
-1.72	-0.52	-6.93
3.09	7.92	3.52
-0.23	-0.45	0.03
-2.11	-1.47	-5.94
3.17	7.98	3.5
-0.23	-0.44	0.03
-1.66	-1.46	-5.91
3.15	7.9	3.67
-0.23	-0.45	0.03
-1.54	-1.37	-6.12
3.27	7.86	3.72
-0.23	-0.45	0.03
-3.11	-1.26	-5.86
3.12	7.84	3.63
-0.23	-0.45	0.03
-3.4	-2.36	-5.12
3.18	7.75	3.68
-0.24	-0.44	0.03
-0.17	-2.42	-5.95
3.64	7.52	3.4
-0.24	-0.44	0.01
3.01	-10.27	0.85
3.88	8.15	2.74
-0.24	-0.43	0
2.56	-4.31	-5.19
3.93	7.93	2.23
-0.24	-0.42	-0.02
0.97	-5.11	-5.66
3.97	7.73	2.88
-0.24	-0.42	-0.01
-10.75	1.85	-7.32
4.86	8.6	2.17
-0.24	-0.43	0
-17.59	-18.03	7.39
0.35	2.74	8.7
-0.18	-0.44	0.22
-65.69	51.7	-53.28
0.02	0.51	9.59
-0.16	-0.36	0.31
-4.37	-10.37	-15.84
0.8	1.23	9.24
-0.16	-0.34	0.31
-5.02	-8.3	39.65
0.25	0.25	9.35
-0.16	-0.33	0.3
-0.54	0.37	-14.31
0.38	0.42	9.33
-0.17	-0.33	0.3
-6.32	-2.91	-5.41
1	-0.22	9.49
-0.17	-0.32	0.3
-2.84	-4.1	0.45
0.73	0.09	9.37
-0.17	-0.32	0.3
-1.59	-1.04	-7.99
0.72	0.07	9.41
-0.17	-0.32	0.31
-2.98	2.23	-8.91
0.63	0.16	9.46
-0.17	-0.32	0.31
-2.34	-2.16	-8.23
0.86	-0.4	9.17
-0.17	-0.31	0.31
-5.97	-3.54	-7.16
0.98	-0.51	9.43
-0.17	-0.31	0.31
-1.92	-1.68	-3.77
0.83	-0.43	9.36
-0.18	-0.31	0.31
-1.64	-1.07	-7.24
0.95	-0.43	9.21
-0.18	-0.31	0.31
-4.73	-5.67	-6.38
1.07	-0.6	9.44
-0.18	-0.3	0.3
-0.15	2.28	-6.09
1.14	-0.75	9.36
-0.17	-0.31	0.31
-2.49	-3.96	-3.5
0.89	-0.36	9.38
-0.17	-0.31	0.31
-2.44	-1.79	-5.71
0.84	-0.38	9.59
-0.17	-0.31	0.31
-0.54	-1.78	-5.73
0.82	-0.32	9.33
-0.17	-0.31	0.31
-0.79	-1.6	-9.84
0.8	-0.49	9.53
-0.18	-0.31	0.31
-3.11	-0.48	-6.08
0.88	-0.36	9.5
-0.17	-0.31	0.31
-2.5	-0.19	-4.81
0.82	-0.4	9.3
-0.17	-0.31	0.31
-2	-1.17	-5.98
0.86	-0.31	9.47
-0.17	-0.31	0.31
-1.01	-2.14	-5.89
0.9	-0.49	9.32
-0.18	-0.31	0.31
-2.66	-2.15	-5.31
0.94	-0.49	9.4
-0.17	-0.31	0.31
-2.16	0.33	-5.04
0.83	-0.23	9.42
-0.17	-0.31	0.31
-0.62	-2.27	-5.19
0.83	-0.27	9.35
-0.17	-0.32	0.31
-1.63	-1.73	-5.9
0.82	-0.22	9.52
-0.17	-0.32	0.31
-1.66	-0.52	-5.69
0.96	-0.08	9.16
-0.17	-0.32	0.31
-1.31	-2.63	-5.85
0.7	0.22	9.38
-0.17	-0.33	0.31
-0.09	-0.45	-3.57
0.47	0.06	9.49
-0.16	-0.33	0.31
-2.2	0.66	0.16
0.44	-0.14	9.51
-0.16	-0.32	0.31
2.52	-1.62	3.08
1.31	2.8	9.14
-0.16	-0.32	0.31
-17.47	28.1	-45.47
-0.65	-4.16	10.58
-0.12	-0.25	0.35
-138.43	104.44	52.15
-5.14	-3.97	7.01
0.03	-0.17	0.36
39.69	19.82	-42.98
-4.48	-6.78	6.23
0.05	-0.13	0.35
-10.15	-6.41	4.65
-4.2	-5.13	7.08
0.04	-0.14	0.35
-13.61	-6.8	-11.17
-3.88	-6.27	6.93
0.03	-0.12	0.35
-12.36	-1.59	-7.09
-4.62	-6.07	6.32
0.04	-0.12	0.35
0.66	-1.07	-4.35
-4.33	-6.09	6.44
0.04	-0.12	0.35
0.88	2.39	-8.03
-4.2	-6	7.25
0.05	-0.13	0.35
-4.41	-7.58	-5.88
-4.64	-5.93	6.62
0.05	-0.13	0.35
1.04	-2.29	-5.61
-4.6	-5.8	6.71
0.04	-0.14	0.35
0.31	-1.07	-6.01
-4.57	-6	6.84
0.04	-0.13	0.35
-4.3	-1.87	-6.34
-4.67	-5.57	6.4
0.04	-0.13	0.35
-2.11	-5.33	-4.41
-4.61	-5.81	6.52
0.04	-0.13	0.35
-5.19	-5.69	-6.73
-4.59	-6.02	6.62
0.04	-0.13	0.35
-5.11	2.14	-6.1
-4.32	-6.11	6.56
0.04	-0.12	0.35
-0.06	-2.79	-6.22
-4.4	-6.15	6.41
0.04	-0.12	0.35
-1.82	-1.36	-6.16
-4.36	-6.2	6.58
0.04	-0.12	0.35
0.51	-1.71	-6.61
-4.07	-6.1	6.91
0.04	-0.14	0.35
8.54	-6.58	-6.35
-4.6	-5.68	7.24
0.03	-0.15	0.36
-7.13	-4.86	-11.68
-1.65	-5.46	6.58
-0.04	-0.19	0.36
70.57	-33.66	6.91
-0.04	3.1	7.85
-0.09	-0.44	0.28
118.08	11.57	-13.43
-5.12	4.35	6.87
0	-0.52	0.22
25.83	96.91	-44.42
-8.39	5.67	2.42
0.1	-0.56	0.11
68.48	23.45	-17.43
-8.84	6.24	-0.59
0.13	-0.54	-0.02
71.35	12.99	-40.42
-12.12	7.39	-2.83
0.16	-0.49	-0.1
94.38	-36.34	52.07
-2.86	7.85	-3.54
-0.01	-0.46	-0.18
98.88	48.48	53.15
-0.63	7.33	-4.89
-0.1	-0.39	-0.21
19.27	15.7	-54.02
-6.31	3.38	-4.23
0.1	-0.38	-0.2
-46.64	-115.7	-92.94
-10	2	-4.05
0.19	-0.32	-0.18
29.52	-52.9	11.94
-17.06	7.76	5.17
0.27	-0.39	-0.1
-82.19	-34.86	3.71
-10.15	7.64	0.27
0.21	-0.46	-0.12
-40.71	8.51	-22.48
-8.47	6.52	0.58
0.22	-0.47	-0.09
-3.72	0.31	-18.09
-8.97	5.47	0.88
0.23	-0.46	-0.09
6.9	4.25	0.09
-9.1	5.85	1.11
0.23	-0.46	-0.1
-4.68	-5.17	-5.59
-8.98	5.78	1.03
0.23	-0.46	-0.1
1.21	1.88	-9.41
-9.27	5.69	-0.04
0.25	-0.41	-0.13
32.98	-48.55	-7.07
-9.19	5.43	0.33
0.28	-0.39	-0.1
-17.06	-6.41	0.87
-9.15	6.06	-0.05
0.23	-0.43	-0.12
-23.85	33.85	-4.03
-9.17	5.67	0.32
0.22	-0.45	-0.12
-6.25	-0.68	-7.54
-9.04	5.97	0.25
0.23	-0.44	-0.12
9	-5.44	-7.63
-9.11	5.69	0.72
0.23	-0.44	-0.12
-9.95	-6.87	-5.32
-8.91	5.7	0.18
0.22	-0.45	-0.12
-5.8	3.19	-5.92
-9.01	5.7	-0.08
0.21	-0.45	-0.13
-2.58	28.09	-4.47
-9.67	6.93	-3.84
0.12	-0.45	-0.18
-9.93	29.43	-3.05
-8.17	5.88	-1.99
0.13	-0.46	-0.17
-1.23	3.99	-9.63
-8.95	6.17	-4.16
0.1	-0.45	-0.18
-3.12	14.39	-14.45
-3.69	2.58	-3.9
0.03	-0.43	-0.21
42.72	104.66	17.46
-3.45	4.01	-10.75
-0.11	-0.33	-0.22
-3.75	13.52	16.56
-2.4	3.31	-9.46
-0.12	-0.3	-0.22
0.15	2.42	-2.56
-2.6	2.89	-10.16
-0.12	-0.3	-0.22
-1.48	0.52	-6.34
-2.45	3.13	-9.7
-0.12	-0.3	-0.22
1.04	-0.35	-7.08
-2.39	2.63	-10.15
-0.13	-0.3	-0.22
14.67	-2.76	-6.48
-1.91	2.71	-9.76
-0.13	-0.29	-0.21
-0.91	-1.47	-3.95
-1.89	2.63	-9.7
-0.13	-0.29	-0.22
